,manufacturer,link,name,year,name_year,manufacturer_name_year,manufacturer_name
2226,Ca' del Baio,https://www.dn.no/smak/vin/ca-del-baio-barbaresco-pora/4-1-78553,Ca' del Baio Barbaresco Pora,2016,Ca' del Baio Barbaresco Pora 2016,Ca' del Baio Ca' del Baio Barbaresco Pora 2016,Ca' del Baio Ca' del Baio Barbaresco Pora
2227,Az. Agr. Noah,https://www.dn.no/smak/vin/noah-bramaterra/4-1-79041,Noah Bramaterra,2015,Noah Bramaterra 2015,Az. Agr. Noah Noah Bramaterra 2015,Az. Agr. Noah Noah Bramaterra
2228,Ioppa,https://www.dn.no/smak/vin/ioppa-vespolina/4-1-57271,Ioppa Vespolina,2007,Ioppa Vespolina 2007,Ioppa Ioppa Vespolina 2007,Ioppa Ioppa Vespolina
2229,Azienda Agricola Burzi Alberto,https://www.dn.no/smak/vin/burzi-langhe-nebbiolo-runcaja/4-1-57785,Burzi Langhe Nebbiolo Runcaja,2016,Burzi Langhe Nebbiolo Runcaja 2016,Azienda Agricola Burzi Alberto Burzi Langhe Nebbiolo Runcaja 2016,Azienda Agricola Burzi Alberto Burzi Langhe Nebbiolo Runcaja
2230,Romei Rigoli,https://www.dn.no/smak/vin/ambra-barco-reale-di-carmignano/4-1-57811,Ambra Barco Reale di Carmignano,2016,Ambra Barco Reale di Carmignano 2016,Romei Rigoli Ambra Barco Reale di Carmignano 2016,Romei Rigoli Ambra Barco Reale di Carmignano
2231,Col d'Orcia,https://www.dn.no/smak/vin/col-dorcia-banditella-rosso-di-montalcino/4-1-58492,Col d'Orcia Banditella Rosso di Montalcino,2014,Col d'Orcia Banditella Rosso di Montalcino 2014,Col d'Orcia Col d'Orcia Banditella Rosso di Montalcino 2014,Col d'Orcia Col d'Orcia Banditella Rosso di Montalcino
2232,Az. Agr. Brovia,https://www.dn.no/smak/vin/brovia-barbera-dalba-sori-del-drago/4-1-61959,Brovia Barbera d'Alba Sorì del Drago,2014,Brovia Barbera d'Alba Sorì del Drago 2014,Az. Agr. Brovia Brovia Barbera d'Alba Sorì del Drago 2014,Az. Agr. Brovia Brovia Barbera d'Alba Sorì del Drago
2233,Az. Agr. Segni di Langa,https://www.dn.no/smak/vin/segni-di-langa-nebbiolo-dalba/4-1-57981,Segni di Langa Nebbiolo d'Alba,2017,Segni di Langa Nebbiolo d'Alba 2017,Az. Agr. Segni di Langa Segni di Langa Nebbiolo d'Alba 2017,Az. Agr. Segni di Langa Segni di Langa Nebbiolo d'Alba
2234,Az. Agricola Grillo Iole,https://www.dn.no/smak/vin/schioppettino-di-prepotto/4-1-66278,Schioppettino di Prepotto,2015,Schioppettino di Prepotto 2015,Az. Agricola Grillo Iole Schioppettino di Prepotto 2015,Az. Agricola Grillo Iole Schioppettino di Prepotto
2235,Giacomo Anselma,https://www.dn.no/smak/vin/anselma-russ/4-1-65252,Anselma Russ,,,,Giacomo Anselma Anselma Russ
2236,Montesecondo,https://www.dn.no/smak/vin/montesecondo-anfora-tin/4-1-67554,Montesecondo Anfora TÏN,2015,Montesecondo Anfora TÏN 2015,Montesecondo Montesecondo Anfora TÏN 2015,Montesecondo Montesecondo Anfora TÏN
2237,Quercia al Poggio,https://www.dn.no/smak/vin/quercia-al-poggio-gran-selezione-vigna-le-cataste/4-1-67375,Quercia al Poggio Gran Selezione Vigna Le Cataste,2012,Quercia al Poggio Gran Selezione Vigna Le Cataste 2012,Quercia al Poggio Quercia al Poggio Gran Selezione Vigna Le Cataste 2012,Quercia al Poggio Quercia al Poggio Gran Selezione Vigna Le Cataste
2238,Casc. La Barbatella,https://www.dn.no/smak/vin/la-barbatella-sonvico-monferrato-rosso/4-1-68388,La Barbatella Sonvico Monferrato Rosso,2011,La Barbatella Sonvico Monferrato Rosso 2011,Casc. La Barbatella La Barbatella Sonvico Monferrato Rosso 2011,Casc. La Barbatella La Barbatella Sonvico Monferrato Rosso
2239,Az. Agr. Ciro Biondi,https://www.dn.no/smak/vin/etna-rosso-cisterna-fuori/4-1-67577,Etna Rosso «Cisterna Fuori»,2014,Etna Rosso «Cisterna Fuori» 2014,Az. Agr. Ciro Biondi Etna Rosso «Cisterna Fuori» 2014,Az. Agr. Ciro Biondi Etna Rosso «Cisterna Fuori»
2240,Le Salette,https://www.dn.no/smak/vin/le-salette-ca-carnocchio-veronese/4-1-68515,Le Salette Ca' Carnocchio Veronese,2014,Le Salette Ca' Carnocchio Veronese 2014,Le Salette Le Salette Ca' Carnocchio Veronese 2014,Le Salette Le Salette Ca' Carnocchio Veronese
2241,Az. Agr. Marco Curto,https://www.dn.no/smak/vin/curto-langhe-freisa/4-1-70436,Curto Langhe Freisa,2016,Curto Langhe Freisa 2016,Az. Agr. Marco Curto Curto Langhe Freisa 2016,Az. Agr. Marco Curto Curto Langhe Freisa
2242,Fabio Oberto-Collina Dionisio,https://www.dn.no/smak/vin/fabio-oberto-barolo-riserva/4-1-68410,Fabio Oberto Barolo Riserva,2006,Fabio Oberto Barolo Riserva 2006,Fabio Oberto-Collina Dionisio Fabio Oberto Barolo Riserva 2006,Fabio Oberto-Collina Dionisio Fabio Oberto Barolo Riserva
2243,Avignonesi,https://www.dn.no/smak/vin/avignonesi-vino-nobile-di-montepulciano/4-1-71638,Avignonesi Vino Nobile di Montepulciano,2015,Avignonesi Vino Nobile di Montepulciano 2015,Avignonesi Avignonesi Vino Nobile di Montepulciano 2015,Avignonesi Avignonesi Vino Nobile di Montepulciano
2244,Fontanafredda,https://www.dn.no/smak/vin/fontanafredda-barolo-serralunga-dalba/4-1-66220,Fontanafredda Barolo Serralunga d'Alba,2014,Fontanafredda Barolo Serralunga d'Alba 2014,Fontanafredda Fontanafredda Barolo Serralunga d'Alba 2014,Fontanafredda Fontanafredda Barolo Serralunga d'Alba
2245,Bruno Ferrara Sardo,https://www.dn.no/smak/vin/bruno-ferrara-sardo-nzemmula/4-1-67559,Bruno Ferrara Sardo 'Nzemmula,2016,Bruno Ferrara Sardo 'Nzemmula 2016,Bruno Ferrara Sardo Bruno Ferrara Sardo 'Nzemmula 2016,Bruno Ferrara Sardo Bruno Ferrara Sardo 'Nzemmula
2246,Le Salette,https://www.dn.no/smak/vin/le-salette-i-progni-valpolicella-classico-superiore-ripasso/4-1-68506,Le Salette I Progni Valpolicella Classico Superiore Ripasso,2015,Le Salette I Progni Valpolicella Classico Superiore Ripasso 2015,Le Salette Le Salette I Progni Valpolicella Classico Superiore Ripasso 2015,Le Salette Le Salette I Progni Valpolicella Classico Superiore Ripasso
2247,Le Bertarole Az. Agr.,https://www.dn.no/smak/vin/le-bertarole-amarone-della-valpolicella-podere-cariano/4-1-68512,Le Bertarole Amarone della Valpolicella Podere Cariano,2013,Le Bertarole Amarone della Valpolicella Podere Cariano 2013,Le Bertarole Az. Agr. Le Bertarole Amarone della Valpolicella Podere Cariano 2013,Le Bertarole Az. Agr. Le Bertarole Amarone della Valpolicella Podere Cariano
2248,Az. Agr. Le Ragnaie,https://www.dn.no/smak/vin/le-ragnaie-troncone-rosso-toscano/4-1-62754,Le Ragnaie Troncone Rosso Toscano,2015,Le Ragnaie Troncone Rosso Toscano 2015,Az. Agr. Le Ragnaie Le Ragnaie Troncone Rosso Toscano 2015,Az. Agr. Le Ragnaie Le Ragnaie Troncone Rosso Toscano
2249,Dirusi,https://www.dn.no/smak/vin/dirupi-ole-rosso-di-valtellina/4-1-62138,Dirupi Olé Rosso di Valtellina,2016,Dirupi Olé Rosso di Valtellina 2016,Dirusi Dirupi Olé Rosso di Valtellina 2016,Dirusi Dirupi Olé Rosso di Valtellina
2250,Az. Agr. Sottimano,https://www.dn.no/smak/vin/sottimano-barbaresco-basarin/4-1-67339,Sottimano Barbaresco Basarin,2015,Sottimano Barbaresco Basarin 2015,Az. Agr. Sottimano Sottimano Barbaresco Basarin 2015,Az. Agr. Sottimano Sottimano Barbaresco Basarin
2251,Caravaglio,https://www.dn.no/smak/vin/caravaglio-nero-du-munti-corinto-nero/4-1-73340,Caravaglio Nero du Munti Corinto Nero,2018,Caravaglio Nero du Munti Corinto Nero 2018,Caravaglio Caravaglio Nero du Munti Corinto Nero 2018,Caravaglio Caravaglio Nero du Munti Corinto Nero
2252,La Casaccia,https://www.dn.no/smak/vin/monfiorenza-monferrato-freisa/4-1-71565,"""Monfiorenza"" Monferrato Freisa",2017,"""Monfiorenza"" Monferrato Freisa 2017","La Casaccia ""Monfiorenza"" Monferrato Freisa 2017","La Casaccia ""Monfiorenza"" Monferrato Freisa"
2253,Elio Altare,https://www.dn.no/smak/vin/langhe-nebbiolo/4-1-71696,Langhe Nebbiolo,2017,Langhe Nebbiolo 2017,Elio Altare Langhe Nebbiolo 2017,Elio Altare Langhe Nebbiolo
2254,F.lli Revello,https://www.dn.no/smak/vin/revello-barolo-conca/4-1-69650,Revello Barolo Conca,2012,Revello Barolo Conca 2012,F.lli Revello Revello Barolo Conca 2012,F.lli Revello Revello Barolo Conca
2255,Ioppa,https://www.dn.no/smak/vin/ioppa-ghemme-santa-fe/4-1-68418,Ioppa Ghemme Santa Fe,2008,Ioppa Ghemme Santa Fe 2008,Ioppa Ioppa Ghemme Santa Fe 2008,Ioppa Ioppa Ghemme Santa Fe
2256,Mauro Veglio,https://www.dn.no/smak/vin/mauro-veglio-barbera-dalba-cascina-nuova/4-1-68420,Mauro Veglio Barbera d'Alba Cascina Nuova,2015,Mauro Veglio Barbera d'Alba Cascina Nuova 2015,Mauro Veglio Mauro Veglio Barbera d'Alba Cascina Nuova 2015,Mauro Veglio Mauro Veglio Barbera d'Alba Cascina Nuova
2257,Arianna Occhipinti,https://www.dn.no/smak/vin/occhipinti-bb-vino-di-contrada-frappato/4-1-70452,Occhipinti BB Vino di Contrada Frappato,2017,Occhipinti BB Vino di Contrada Frappato 2017,Arianna Occhipinti Occhipinti BB Vino di Contrada Frappato 2017,Arianna Occhipinti Occhipinti BB Vino di Contrada Frappato
2258,Ten. Carretta,https://www.dn.no/smak/vin/carretta-barolo-cascina-ferrero/4-1-68423,Carretta Barolo Cascina Ferrero,2013,Carretta Barolo Cascina Ferrero 2013,Ten. Carretta Carretta Barolo Cascina Ferrero 2013,Ten. Carretta Carretta Barolo Cascina Ferrero
2259,Az. Agr. Le Ragnaie,https://www.dn.no/smak/vin/le-ragnaie-miscelone-toscana-rosso/4-1-76559,Le Ragnaie Miscelone Toscana Rosso,2018,Le Ragnaie Miscelone Toscana Rosso 2018,Az. Agr. Le Ragnaie Le Ragnaie Miscelone Toscana Rosso 2018,Az. Agr. Le Ragnaie Le Ragnaie Miscelone Toscana Rosso
2260,Az. Agr. Quinto Chionetti e Fi,https://www.dn.no/smak/vin/dolcetto-di-dogliani-san-luigi/4-1-75777,Dolcetto di Dogliani San Luigi,2017,Dolcetto di Dogliani San Luigi 2017,Az. Agr. Quinto Chionetti e Fi Dolcetto di Dogliani San Luigi 2017,Az. Agr. Quinto Chionetti e Fi Dolcetto di Dogliani San Luigi
2261,Lamoresca,https://www.dn.no/smak/vin/nerocapitano/4-1-74021,Nerocapitano,2017,Nerocapitano 2017,Lamoresca Nerocapitano 2017,Lamoresca Nerocapitano
2262,Aurelio Settimo,https://www.dn.no/smak/vin/settimo-barolo/4-1-69559,Settimo Barolo,2011,Settimo Barolo 2011,Aurelio Settimo Settimo Barolo 2011,Aurelio Settimo Settimo Barolo
2263,Giovanni Rosso,https://www.dn.no/smak/vin/oma-etna-rosso/4-1-68462,OMA Etna Rosso,2016,OMA Etna Rosso 2016,Giovanni Rosso OMA Etna Rosso 2016,Giovanni Rosso OMA Etna Rosso
2264,Cascina Ebreo,https://www.dn.no/smak/vin/torbido/4-1-19291,Torbido!,2005,Torbido! 2005,Cascina Ebreo Torbido! 2005,Cascina Ebreo Torbido!
2265,Le Vigne di Eli,https://www.dn.no/smak/vin/le-vigne-di-eli-etna-rosso-moganazzi/4-1-32456,Le Vigne Di Eli Etna Rosso Moganazzi,2013,Le Vigne Di Eli Etna Rosso Moganazzi 2013,Le Vigne di Eli Le Vigne Di Eli Etna Rosso Moganazzi 2013,Le Vigne di Eli Le Vigne Di Eli Etna Rosso Moganazzi
2266,Terre da Vino,https://www.dn.no/smak/vin/barolo-docg-peasi-tuoi/4-1-36690,Barolo DOCG Peasi Tuoi,2012,Barolo DOCG Peasi Tuoi 2012,Terre da Vino Barolo DOCG Peasi Tuoi 2012,Terre da Vino Barolo DOCG Peasi Tuoi
2267,Az. Agr. Eraldo Revelli,https://www.dn.no/smak/vin/dogliani-otto-filari-2015-magnum/4-1-42874,Dogliani Otto Filari 2015 Magnum,2016,Dogliani Otto Filari 2015 Magnum 2016,Az. Agr. Eraldo Revelli Dogliani Otto Filari 2015 Magnum 2016,Az. Agr. Eraldo Revelli Dogliani Otto Filari 2015 Magnum
2268,Cast. di Monsanto,https://www.dn.no/smak/vin/chianti-classico-riserva/4-1-87687,Chianti Classico Riserva,2016,Chianti Classico Riserva 2016,Cast. di Monsanto Chianti Classico Riserva 2016,Cast. di Monsanto Chianti Classico Riserva
2269,Az. Agr. Lisini,https://www.dn.no/smak/vin/lisini-rosso-di-montalcino/4-1-24073,Lisini Rosso di Montalcino,2014,Lisini Rosso di Montalcino 2014,Az. Agr. Lisini Lisini Rosso di Montalcino 2014,Az. Agr. Lisini Lisini Rosso di Montalcino
2270,Donna Olimpia 1898,https://www.dn.no/smak/vin/millepassi-bolgheri-r-superiore/4-1-51460,"Millepassi, Bolgheri R. Superiore",2013,"Millepassi, Bolgheri R. Superiore 2013","Donna Olimpia 1898 Millepassi, Bolgheri R. Superiore 2013","Donna Olimpia 1898 Millepassi, Bolgheri R. Superiore"
2271,"Sella, Az. Agr.",https://www.dn.no/smak/vin/sella-lessona/4-1-44080,Sella Lessona,2012,Sella Lessona 2012,"Sella, Az. Agr. Sella Lessona 2012","Sella, Az. Agr. Sella Lessona"
2272,March. Alfieri,https://www.dn.no/smak/vin/barbera-dasti-la-tota/4-1-49308,Barbera d'Asti La Tota,2015,Barbera d'Asti La Tota 2015,March. Alfieri Barbera d'Asti La Tota 2015,March. Alfieri Barbera d'Asti La Tota
2273,Pod. Colla,https://www.dn.no/smak/vin/bricco-del-drago/4-1-49309,Bricco del Drago,2013,Bricco del Drago 2013,Pod. Colla Bricco del Drago 2013,Pod. Colla Bricco del Drago
2274,Bosio,https://www.dn.no/smak/vin/bosio-leda-the-truffle-hunter-barbaresco/4-1-53199,Bosio Leda the Truffle Hunter Barbaresco,2015,Bosio Leda the Truffle Hunter Barbaresco 2015,Bosio Bosio Leda the Truffle Hunter Barbaresco 2015,Bosio Bosio Leda the Truffle Hunter Barbaresco
2275,Masi Agr.,https://www.dn.no/smak/vin/mazzano-amarone-della-valpolicella-classico/4-1-42072,Mazzano Amarone della Valpolicella Classico,2006,Mazzano Amarone della Valpolicella Classico 2006,Masi Agr. Mazzano Amarone della Valpolicella Classico 2006,Masi Agr. Mazzano Amarone della Valpolicella Classico
2276,Giovanni Rosso,https://www.dn.no/smak/vin/oma-barbaresco/4-1-40225,OMA Barbaresco,2012,OMA Barbaresco 2012,Giovanni Rosso OMA Barbaresco 2012,Giovanni Rosso OMA Barbaresco
2277,Tenuta di Castellaro,https://www.dn.no/smak/vin/nero-ossidiana/4-1-56543,Nero Ossidiana,2013,Nero Ossidiana 2013,Tenuta di Castellaro Nero Ossidiana 2013,Tenuta di Castellaro Nero Ossidiana
2278,Az. Agr. Rosario Alescio,https://www.dn.no/smak/vin/bonincontro-melovivo-cerasuolo-di-vittoria-classico/4-1-61166,Bonincontro Melovivo Cerasuolo di Vittoria Classico,2013,Bonincontro Melovivo Cerasuolo di Vittoria Classico 2013,Az. Agr. Rosario Alescio Bonincontro Melovivo Cerasuolo di Vittoria Classico 2013,Az. Agr. Rosario Alescio Bonincontro Melovivo Cerasuolo di Vittoria Classico
2279,Ca`Rome,https://www.dn.no/smak/vin/ca-rome-barbaresco-rio-sordo/4-1-49505,Ca Rome Barbaresco Rio Sordo,2012,Ca Rome Barbaresco Rio Sordo 2012,Ca`Rome Ca Rome Barbaresco Rio Sordo 2012,Ca`Rome Ca Rome Barbaresco Rio Sordo
2280,Grosjean,https://www.dn.no/smak/vin/gamay/4-1-48054,Gamay,2016,Gamay 2016,Grosjean Gamay 2016,Grosjean Gamay
2281,Vietti,https://www.dn.no/smak/vin/vietti-barbera-la-crena/4-1-54006,Vietti Barbera La Crena,2015,Vietti Barbera La Crena 2015,Vietti Vietti Barbera La Crena 2015,Vietti Vietti Barbera La Crena
2282,Caravaglio,https://www.dn.no/smak/vin/caravaglio-corinto-nero/4-1-56780,Caravaglio Corinto Nero,2016,Caravaglio Corinto Nero 2016,Caravaglio Caravaglio Corinto Nero 2016,Caravaglio Caravaglio Corinto Nero
2283,Valle Reale,https://www.dn.no/smak/vin/valle-reale-vigneto-di-popoli/4-1-52262,Valle Reale Vigneto di Popoli,2011,Valle Reale Vigneto di Popoli 2011,Valle Reale Valle Reale Vigneto di Popoli 2011,Valle Reale Valle Reale Vigneto di Popoli
2284,Francesco Brezza,https://www.dn.no/smak/vin/grignolino-del-monferrato/4-1-50459,Grignolino del Monferrato,2017,Grignolino del Monferrato 2017,Francesco Brezza Grignolino del Monferrato 2017,Francesco Brezza Grignolino del Monferrato
2285,Cantina Collecapretta,https://www.dn.no/smak/vin/collecapretta-il-rossodatavola/4-1-54099,Collecapretta Il Rossodatavola,2016,Collecapretta Il Rossodatavola 2016,Cantina Collecapretta Collecapretta Il Rossodatavola 2016,Cantina Collecapretta Collecapretta Il Rossodatavola
2286,Az. Agr. Azelia,https://www.dn.no/smak/vin/azelia-barolo/4-1-56389,Azelia Barolo,2013,Azelia Barolo 2013,Az. Agr. Azelia Azelia Barolo 2013,Az. Agr. Azelia Azelia Barolo
2287,Soc. Agr. Fay,https://www.dn.no/smak/vin/fay-valtellina-superiore-valgella-ca-morei/4-1-50811,Fay Valtellina Superiore Valgella Ca' Morei,2014,Fay Valtellina Superiore Valgella Ca' Morei 2014,Soc. Agr. Fay Fay Valtellina Superiore Valgella Ca' Morei 2014,Soc. Agr. Fay Fay Valtellina Superiore Valgella Ca' Morei
2288,Az. Agr. Bussia Soprana,https://www.dn.no/smak/vin/barolo/4-1-50393,Barolo,2012,Barolo 2012,Az. Agr. Bussia Soprana Barolo 2012,Az. Agr. Bussia Soprana Barolo
2289,Mauro Sebaste,https://www.dn.no/smak/vin/morten-abel-barbera-nizza/4-1-53179,Morten Abel Barbera Nizza,2015,Morten Abel Barbera Nizza 2015,Mauro Sebaste Morten Abel Barbera Nizza 2015,Mauro Sebaste Morten Abel Barbera Nizza
2290,Luigi Oddero,https://www.dn.no/smak/vin/luigi-oddero-barolo/4-1-57453,Luigi Oddero Barolo,2012,Luigi Oddero Barolo 2012,Luigi Oddero Luigi Oddero Barolo 2012,Luigi Oddero Luigi Oddero Barolo
2291,Poggio Bonelli,https://www.dn.no/smak/vin/poggio-bonelli-poggiassai/4-1-56919,Poggio Bonelli Poggiassai,2013,Poggio Bonelli Poggiassai 2013,Poggio Bonelli Poggio Bonelli Poggiassai 2013,Poggio Bonelli Poggio Bonelli Poggiassai
2292,Il Borro S.R.L.,https://www.dn.no/smak/vin/il-borro-toscana/4-1-82543,Il Borro Toscana,2015,Il Borro Toscana 2015,Il Borro S.R.L. Il Borro Toscana 2015,Il Borro S.R.L. Il Borro Toscana
2293,Rocca di Castagnoli,https://www.dn.no/smak/vin/rocca-di-castagnoli-stielle-gran-selezione/4-1-82546,Rocca di Castagnoli Stielle Gran Selezione,2014,Rocca di Castagnoli Stielle Gran Selezione 2014,Rocca di Castagnoli Rocca di Castagnoli Stielle Gran Selezione 2014,Rocca di Castagnoli Rocca di Castagnoli Stielle Gran Selezione
2294,Az. Agr. Cos,https://www.dn.no/smak/vin/cos-nero-di-lupo/4-1-83979,COS Nero di Lupo,2018,COS Nero di Lupo 2018,Az. Agr. Cos COS Nero di Lupo 2018,Az. Agr. Cos COS Nero di Lupo
2295,Az. Ag. Ghilino Federico,https://www.dn.no/smak/vin/ghilino-federico-bacca-barolo-bussia/4-1-82470,Ghilino Federico Baccà Barolo Bussia,2013,Ghilino Federico Baccà Barolo Bussia 2013,Az. Ag. Ghilino Federico Ghilino Federico Baccà Barolo Bussia 2013,Az. Ag. Ghilino Federico Ghilino Federico Baccà Barolo Bussia
2296,Campo Alle Comete,https://www.dn.no/smak/vin/campo-alle-comete-bolgheri-superiore/4-1-82549,Campo Alle Comete Bolgheri Superiore,2015,Campo Alle Comete Bolgheri Superiore 2015,Campo Alle Comete Campo Alle Comete Bolgheri Superiore 2015,Campo Alle Comete Campo Alle Comete Bolgheri Superiore
2297,Chioccioli Soc. Agr.,https://www.dn.no/smak/vin/chioccioli-chianti-classico-riserva/4-1-82553,Chioccioli Chianti Classico Riserva,2015,Chioccioli Chianti Classico Riserva 2015,Chioccioli Soc. Agr. Chioccioli Chianti Classico Riserva 2015,Chioccioli Soc. Agr. Chioccioli Chianti Classico Riserva
2298,Castell'in Villa,https://www.dn.no/smak/vin/castellin-villa-mitt-toscana/4-1-82556,Castell'in Villa Mitt Toscana,2006,Castell'in Villa Mitt Toscana 2006,Castell'in Villa Castell'in Villa Mitt Toscana 2006,Castell'in Villa Castell'in Villa Mitt Toscana
2299,Le Piane,https://www.dn.no/smak/vin/le-piane-vino-rosso-la-maggiorina/4-1-84033,Le Piane Vino Rosso La Maggiorina,2018,Le Piane Vino Rosso La Maggiorina 2018,Le Piane Le Piane Vino Rosso La Maggiorina 2018,Le Piane Le Piane Vino Rosso La Maggiorina
2300,Podere Brizio,https://www.dn.no/smak/vin/brizio-rosso-di-montalcino/4-1-83808,Brizio Rosso di Montalcino,2017,Brizio Rosso di Montalcino 2017,Podere Brizio Brizio Rosso di Montalcino 2017,Podere Brizio Brizio Rosso di Montalcino
2301,Az. Vin. Benanti,https://www.dn.no/smak/vin/benanti-contrada-monte-serra-rosso/4-1-84795,Benanti Contrada Monte Serra Rosso,2017,Benanti Contrada Monte Serra Rosso 2017,Az. Vin. Benanti Benanti Contrada Monte Serra Rosso 2017,Az. Vin. Benanti Benanti Contrada Monte Serra Rosso
2302,La Stoppa,https://www.dn.no/smak/vin/barbera-della-stoppa/4-1-81508,Barbera della Stoppa,2010,Barbera della Stoppa 2010,La Stoppa Barbera della Stoppa 2010,La Stoppa Barbera della Stoppa
2303,Zeni,https://www.dn.no/smak/vin/zeni-amarone-della-valpolicella-classico/4-1-83959,Zeni Amarone Della Valpolicella Classico,2015,Zeni Amarone Della Valpolicella Classico 2015,Zeni Zeni Amarone Della Valpolicella Classico 2015,Zeni Zeni Amarone Della Valpolicella Classico
2304,Zeni,https://www.dn.no/smak/vin/zeni-amarone-della-valpolicella-classico-vigne-alte/4-1-83960,Zeni Amarone Della Valpolicella Classico Vigne Alte,2013,Zeni Amarone Della Valpolicella Classico Vigne Alte 2013,Zeni Zeni Amarone Della Valpolicella Classico Vigne Alte 2013,Zeni Zeni Amarone Della Valpolicella Classico Vigne Alte
2305,Az. Agr. Graci,https://www.dn.no/smak/vin/graci-etna-rosso/4-1-92108,Graci Etna Rosso,2017,Graci Etna Rosso 2017,Az. Agr. Graci Graci Etna Rosso 2017,Az. Agr. Graci Graci Etna Rosso
2306,Az. Agr. Stefano Accordini,https://www.dn.no/smak/vin/valpolicella-classico-superiore-acinatico-ripasso/4-1-92201,Valpolicella Classico Superiore Acinatico Ripasso,2018,Valpolicella Classico Superiore Acinatico Ripasso 2018,Az. Agr. Stefano Accordini Valpolicella Classico Superiore Acinatico Ripasso 2018,Az. Agr. Stefano Accordini Valpolicella Classico Superiore Acinatico Ripasso
2307,Tomasetti Family Winery,https://www.dn.no/smak/vin/tomassetti-renudo-sangiovese/4-1-90791,Tomassetti Renudo Sangiovese,2018,Tomassetti Renudo Sangiovese 2018,Tomasetti Family Winery Tomassetti Renudo Sangiovese 2018,Tomasetti Family Winery Tomassetti Renudo Sangiovese
2308,Ronchi di Cialla,https://www.dn.no/smak/vin/ronchi-di-cialla-schioppettino/4-1-90521,Ronchi di Cialla Schioppettino,1996,Ronchi di Cialla Schioppettino 1996,Ronchi di Cialla Ronchi di Cialla Schioppettino 1996,Ronchi di Cialla Ronchi di Cialla Schioppettino
